mode, epoch, average loss, defender utility
training, -1, 3.020940634182521, -5.1722043446132115
validating, -1, 2.6233690977096558, -4.919445991516113
testing, -1, 3.3623810768127442, -5.565828108787537
training, 0, 3.560729878289359, -5.141695349557059
validating, 0, 3.034836935997009, -4.85557599067688
testing, 0, 4.0682021379470825, -5.489122629165649
training, 1, 3.558355815070016, -5.145934588568551
validating, 1, 3.035535788536072, -4.856130981445313
testing, 1, 4.0640171527862545, -5.490261697769165
training, 2, 3.559200893129621, -5.142813444137573
validating, 2, 3.035052037239075, -4.855681371688843
testing, 2, 4.066432213783264, -5.489820909500122
training, 3, 3.559446736744472, -5.142295769282749
validating, 3, 3.0350136518478394, -4.855908203125
testing, 3, 4.066106224060059, -5.489342546463012
training, 4, 3.5601476737431117, -5.142094870976039
validating, 4, 3.034857392311096, -4.855802726745606
testing, 4, 4.067485237121582, -5.489716243743897
training, 5, 3.560346732820783, -5.141934074674334
validating, 5, 3.034857153892517, -4.855474281311035
testing, 5, 4.067510771751404, -5.489137005805969
training, 6, 3.559293678828648, -5.142352717263358
validating, 6, 3.0350929498672485, -4.855944681167602
testing, 6, 4.063821864128113, -5.490264630317688
training, 7, 3.5601489543914795, -5.141843700408936
validating, 7, 3.0348781824111937, -4.855559349060059
testing, 7, 4.067762446403504, -5.48919677734375
training, 8, 3.5603759833744593, -5.142181423732213
validating, 8, 3.034790587425232, -4.855546474456787
testing, 8, 4.067229175567627, -5.488614249229431
training, 9, 3.5603982993534635, -5.142059714453561
validating, 9, 3.034491848945618, -4.855387020111084
testing, 9, 4.0675213098526, -5.489563846588135
training, 10, 3.5595510142190117, -5.14191437448774
validating, 10, 3.033862662315369, -4.855732154846192
testing, 10, 4.064944386482239, -5.488999390602112
training, 11, 3.558721147264753, -5.142059176308768
validating, 11, 3.033423352241516, -4.855201625823975
testing, 11, 4.065905332565308, -5.48956708908081
training, 12, 3.55801283291408, -5.141481828689575
validating, 12, 3.0323174715042116, -4.855468702316284
testing, 12, 4.06288001537323, -5.497997260093689
training, 13, 3.5538638932364326, -5.14149077960423
validating, 13, 3.0279964208602905, -4.853679895401001
testing, 13, 4.056422066688538, -5.487460899353027
training, 14, 3.5289726325443813, -5.145463071550641
validating, 14, 3.0312673807144166, -4.855441474914551
testing, 14, 4.060835385322571, -5.488238763809204
training, 15, 3.5572213309151786, -5.142011601584298
validating, 15, 3.0325037240982056, -4.8551373958587645
testing, 15, 4.064016485214234, -5.489419221878052
training, 16, 3.5549453122275216, -5.1407949720110215
validating, 16, 3.0265587091445925, -4.853523254394531
testing, 16, 4.05283682346344, -5.500040125846863
training, 17, 3.524470411028181, -5.138075344903129
validating, 17, 2.9993319272994996, -4.841731262207031
testing, 17, 4.0125247716903685, -5.4811101198196415
training, 18, 3.5145262718200683, -5.1360636234283445
validating, 18, 3.000929427146912, -4.832531833648682
testing, 18, 3.9994075298309326, -5.479757022857666
training, 19, 3.479224647794451, -5.130173131397792
validating, 19, 2.9668665647506716, -4.832908964157104
testing, 19, 3.9217166185379027, -5.478863000869751
training, 20, 3.4464545386178154, -5.141692761012486
validating, 20, 2.981316351890564, -4.839471006393433
testing, 20, 3.9118771076202394, -5.482694244384765
training, 21, 3.4368381840842113, -5.134563207626343
validating, 21, 2.9623651266098023, -4.815778493881226
testing, 21, 3.9093173503875733, -5.471738219261169
training, 22, 3.434673881530762, -5.12956154687064
validating, 22, 2.9274160623550416, -4.8030088424682615
testing, 22, 3.88116455078125, -5.458385610580445
training, 23, 3.4303993838174, -5.130733060836792
validating, 23, 2.9512144327163696, -4.810526180267334
testing, 23, 3.9123978137969972, -5.466547918319702
training, 24, 3.428614214488438, -5.127587815693446
validating, 24, 2.9603332757949827, -4.813938283920288
testing, 24, 3.9260318756103514, -5.469718170166016
training, 25, 3.4371395519801546, -5.125217281069074
validating, 25, 2.9361204385757445, -4.808768463134766
testing, 25, 3.9019261837005614, -5.462840270996094
training, 26, 3.449490261077881, -5.128114557266235
validating, 26, 2.953447365760803, -4.810096359252929
testing, 26, 3.914526891708374, -5.467205572128296
training, 27, 3.429771545955113, -5.124256222588675
validating, 27, 2.9399732828140257, -4.814365482330322
testing, 27, 3.900076746940613, -5.466887712478638
training, 28, 3.40221221106393, -5.126198700496128
validating, 28, 2.9544999837875365, -4.811720752716065
testing, 28, 3.909822392463684, -5.469249582290649
training, 29, 3.439800889151437, -5.125024516241891
validating, 29, 2.949002194404602, -4.811483335494995
testing, 29, 3.9144628286361693, -5.467036437988281
training, 30, 3.454622255052839, -5.128491333552769
validating, 30, 2.960000491142273, -4.80982141494751
testing, 30, 3.929926109313965, -5.467543387413025
training, 31, 3.4349182537623815, -5.123057658331735
validating, 31, 2.9326340436935423, -4.80531005859375
testing, 31, 3.88604793548584, -5.463801479339599
training, 32, 3.41430116380964, -5.123378637858799
validating, 32, 3.0078363180160523, -4.937068748474121
testing, 32, 3.835064196586609, -5.511728262901306
training, 33, 3.387772117342268, -5.11280939919608
validating, 33, 2.9594786882400514, -4.846694564819336
testing, 33, 3.853403425216675, -5.480721044540405
training, 34, 3.391390017100743, -5.118399333953858
validating, 34, 2.9565253496170043, -4.844541740417481
testing, 34, 3.8515835285186766, -5.479953050613403
training, 35, 3.3909362520490376, -5.119048159463065
validating, 35, 2.951715922355652, -4.839650630950928
testing, 35, 3.85119514465332, -5.478548049926758
training, 36, 3.388077872140067, -5.1189873491014755
validating, 36, 2.9550978899002076, -4.849630355834961
testing, 36, 3.84458441734314, -5.482047271728516
training, 37, 3.3863058022090367, -5.119199459893363
validating, 37, 2.951469397544861, -4.8441568374633786
testing, 37, 3.844520688056946, -5.479212236404419
training, 38, 3.3798821108681816, -5.118746450969151
