mode, epoch, average loss, defender utility
training, -1, 1.7204088696411677, -1.7067965189261096
validating, -1, 1.27278470993042, -2.692868947982788
testing, -1, 1.8827607333660126, -2.0794724225997925
training, 0, 2.489700044904436, -2.610794084412711
validating, 0, 2.2135746479034424, -2.6549261808395386
testing, 0, 2.4596238136291504, -2.697107255458832
training, 1, 2.480645775794983, -2.611261623246329
validating, 1, 2.172526478767395, -2.6576567888259888
testing, 1, 2.429931342601776, -2.6962069272994995
training, 2, 2.4083691835403442, -2.6108299834387645
validating, 2, 1.935869574546814, -2.674225091934204
testing, 2, 2.2517396211624146, -2.6884219646453857
training, 3, 2.103479402405875, -2.610529133251735
validating, 3, 1.4414231777191162, -2.732177734375
testing, 3, 1.802202045917511, -2.638344645500183
training, 4, 1.6760827217783247, -2.5726969923291887
validating, 4, 1.2622871696949005, -2.848416805267334
testing, 4, 1.528368055820465, -2.512729436159134
training, 5, 1.5579304695129395, -2.5772541846547807
validating, 5, 1.3134410083293915, -2.9423717260360718
testing, 5, 1.526952862739563, -2.457035720348358
training, 6, 1.5410778522491455, -2.6067488619259427
validating, 6, 1.3158075511455536, -2.9471187591552734
testing, 6, 1.5290084779262543, -2.4496145844459534
training, 7, 1.5320512652397156, -2.5682278956685747
validating, 7, 1.2945298254489899, -2.9172251224517822
testing, 7, 1.5250153839588165, -2.4554415345191956
training, 8, 1.5245807766914368, -2.570493962083544
validating, 8, 1.2996712625026703, -2.9266496896743774
testing, 8, 1.5271692872047424, -2.445916920900345
training, 9, 1.5243105036871774, -2.5789700405938283
validating, 9, 1.3044619262218475, -2.935076951980591
testing, 9, 1.5307300686836243, -2.4357482492923737
training, 10, 1.5140440549169267, -2.557007006236485
validating, 10, 1.2932930886745453, -2.9175450801849365
testing, 10, 1.5300310552120209, -2.437323033809662
training, 11, 1.5102058053016663, -2.5462916237967357
validating, 11, 1.2879518568515778, -2.9080934524536133
testing, 11, 1.531332641839981, -2.4358257055282593
training, 12, 1.5173793860844202, -2.5787408351898193
validating, 12, 1.3223792016506195, -2.9703121185302734
testing, 12, 1.5401819944381714, -2.4075907170772552
training, 13, 1.4984784850052424, -2.5512670959745134
validating, 13, 1.2971243560314178, -2.928254723548889
testing, 13, 1.5362806022167206, -2.4151895940303802
training, 14, 1.4966719533715929, -2.5199136648859297
validating, 14, 1.3161577880382538, -2.965568423271179
testing, 14, 1.5425519347190857, -2.3967056274414062
training, 15, 1.489524666752134, -2.5363665308271135
validating, 15, 1.2961398661136627, -2.9301973581314087
testing, 15, 1.5398411750793457, -2.4018146693706512
training, 16, 1.4795240717274802, -2.5070952432496205
validating, 16, 1.2986531555652618, -2.9359203577041626
testing, 16, 1.5403622388839722, -2.399346351623535
training, 17, 1.480047298329217, -2.514361185686929
validating, 17, 1.302834004163742, -2.944697380065918
testing, 17, 1.5410001575946808, -2.3960304260253906
training, 18, 1.4768604593617576, -2.5129119157791138
validating, 18, 1.3029359877109528, -2.945080280303955
testing, 18, 1.5411867499351501, -2.394975334405899
training, 19, 1.4765703124659402, -2.5120058996336803
validating, 19, 1.301960676908493, -2.9436458349227905
testing, 19, 1.5412000715732574, -2.39507058262825
training, 20, 1.475885889359883, -2.5107168470110213
validating, 20, 1.3026302754878998, -2.9451916217803955
testing, 20, 1.5414838194847107, -2.393785297870636
training, 21, 1.475333763020379, -2.511145762034825
validating, 21, 1.3063882887363434, -2.9527933597564697
testing, 21, 1.5424677431583405, -2.3904828429222107
training, 22, 1.4746412166527338, -2.5165399653570995
validating, 22, 1.3092385232448578, -2.959147810935974
testing, 22, 1.54312664270401, -2.388246923685074
training, 23, 1.472794485943658, -2.5157685109547208
validating, 23, 1.309389978647232, -2.9595099687576294
testing, 23, 1.5433180034160614, -2.3874582648277283
training, 24, 1.4725532233715057, -2.516230821609497
validating, 24, 1.309047907590866, -2.9592829942703247
testing, 24, 1.5435459613800049, -2.3866672217845917
training, 25, 1.4719256588390894, -2.5139338203838895
validating, 25, 1.3109939396381378, -2.9632959365844727
testing, 25, 1.54428032040596, -2.3847337663173676
training, 26, 1.4707027503422327, -2.5148230450493947
validating, 26, 1.3100482523441315, -2.96207594871521
testing, 26, 1.544176608324051, -2.384503722190857
training, 27, 1.4700558270726884, -2.513206882136209
validating, 27, 1.3103053271770477, -2.9626309871673584
testing, 27, 1.544255554676056, -2.3841890692710876
training, 28, 1.469929916518075, -2.513177275657654
validating, 28, 1.3104331195354462, -2.9630125761032104
testing, 28, 1.544323742389679, -2.3841214179992676
training, 29, 1.4698126316070557, -2.51322603225708
validating, 29, 1.3103607594966888, -2.962757110595703
testing, 29, 1.5443322658538818, -2.3838942646980286
training, 30, 1.4697647946221488, -2.5129747646195546
